party_key,wire_date,sens,amount,beneficiary,originator,beneficiary_country,originator_country,sign,transaction_type,transaction_type_desc,account_type_desc
734210,11APR2025,6752576-4415796,1989.83,Euro Limited,Canadian Management,CN,JP,+,SIC:VMW,Transfert Internet,Association
572407,05OCT2023,6761929-2414808,2824.91,United Limited,American Solutions,DE,US,+,SIC:DDI,Depot Especes,Entreprise
858414,21SEP2023,7642917-5269083,1793.72,Canadian Limited,United Consulting,JP,DE,+,SIC:VMW,Transfert Internet,Association
838253,01JAN2022,5854206-5485272,1598.46,Trans Enterprises,United Exchange,RU,CN,-,SIC:VMW,Transfert Internet,Entreprise
316092,23AUG2021,2692765-1563316,1139.56,Inter Investments,Inter Capital,JP,CA,-,SIC:VMW,Transfert Internet,Entreprise
153231,22SEP2022,9909397-4786141,620.47,Miller D,Davis L,AE,AE,+,SIC:VMW,Transfert Internet,Trust
438548,26JAN2021,5757902-6666591,1904.03,Rodriguez R,Johnson C,DE,RU,-,SIC:DDI,Depot Especes,Joint
170674,11DEC2024,6543670-2188789,6743.81,Canadian Group,Inter Services,JP,MX,-,SIC:VMW,Transfert Internet,Entreprise
786594,03MAR2026,8936405-1628569,3854.24,Asian Group,Canadian Solutions,RU,FR,+,SIC:VMW,Transfert Internet,Association
424308,25JUN2026,7851696-6472441,9674.91,Trans Enterprises,Asian Global,FR,CA,+,SIC:VMW,Transfert Internet,Entreprise
483366,15JAN2023,3420404-4339637,4047.53,Canadian LLC,Trans Finance,RU,US,-,SIC:VMW,Transfert Internet,Particulier
999138,22SEP2024,8035849-4766741,13380.17,Garcia M,Davis L,RU,RU,+,SIC:DDI,Depot Especes,Joint
704238,14JAN2021,3939212-8893693,2006.41,Jones M,Martinez J,RU,UK,-,SIC:VMW,Transfert Internet,Entreprise
840734,03JUL2024,2077581-7960328,1879.11,Ali R,Smith F,CH,CN,-,SIC:VMW,Transfert Internet,Trust
138551,07NOV2023,7031903-2425760,2070.58,American Inc,Inter International,MX,AE,-,SIC:VMW,Transfert Internet,Entreprise
689849,29AUG2023,3448176-1272124,8438.82,Euro LLC,Canadian Finance,UK,CN,-,SIC:DDI,Depot Especes,Joint
570646,14JUL2022,9597330-7845845,23279.91,Trans Inc,United Global,MX,CN,+,SIC:DDI,Depot Especes,Association
563864,17DEC2025,5302415-9037616,2433.94,Martinez R,Singh F,JP,RU,-,SIC:DDI,Depot Especes,Association
501574,04SEP2024,7891662-1732280,543.02,Pacific Group,Pacific Management,MX,BR,-,SIC:VMW,Transfert Internet,Trust
405420,03MAY2022,1026245-6919270,583.64,Pacific Limited,Global Global,UK,RU,+,SIC:DDI,Depot Especes,Particulier
144618,11OCT2023,4546989-8977571,16310.31,Rodriguez W,Jones M,CN,CH,-,SIC:VMW,Transfert Internet,Joint
422623,04DEC2025,1447065-8962302,81900.46,Garcia J,Brown M,JP,CA,-,SIC:VMW,Transfert Internet,Particulier
890170,01MAY2025,4965789-3790237,4829.39,Atlantic Enterprises,American Capital,CN,AE,+,SIC:VMW,Transfert Internet,Trust
584487,21JAN2022,3345338-3037647,639.79,Brown R,Martinez R,CA,BR,+,SIC:DDI,Depot Especes,Entreprise
274446,24FEB2026,6024207-1485654,2086.47,Davis S,Davis S,DE,US,+,SIC:DDI,Depot Especes,Joint
629990,21DEC2022,9304216-7864135,9879.03,Pacific Holdings,Atlantic Worldwide,FR,CN,+,SIC:DDI,Depot Especes,Trust
326895,09JAN2023,9123504-5638893,884.77,Davis M,Martinez R,CN,RU,+,SIC:DDI,Depot Especes,Particulier
438548,29JUL2022,5757902-6666591,4237.33,Euro Inc,Global Capital,FR,RU,+,SIC:DDI,Depot Especes,Joint
114768,06FEB2022,6655803-5949685,5049.06,Asian Corporation,Inter Services,BR,AE,-,SIC:DDI,Depot Especes,Entreprise
486649,03AUG2022,5816353-2287332,18524.63,Inter Holdings,Trans Management,JP,US,+,SIC:VMW,Transfert Internet,Association
788637,27OCT2024,4762204-2815603,6378.68,Euro Corporation,American Finance,AE,MX,-,SIC:VMW,Transfert Internet,Particulier
249715,19AUG2023,8351320-1583829,1756.67,United Holdings,Euro Worldwide,CH,RU,+,SIC:VMW,Transfert Internet,Joint
876513,31OCT2025,7748892-8364573,3114.99,Asian Partners,Canadian Capital,CH,MX,-,SIC:VMW,Transfert Internet,Entreprise
704238,31MAR2025,3939212-8893693,484.49,Miller J,Williams C,JP,RU,+,SIC:DDI,Depot Especes,Entreprise
853258,15NOV2022,6794356-7689354,2354.44,Asian Investments,American Worldwide,UK,BR,-,SIC:VMW,Transfert Internet,Joint
934328,28MAR2023,7672565-4654579,7292.92,Martinez J,Williams S,AE,MX,+,SIC:VMW,Transfert Internet,Joint
665158,18APR2024,8187926-7700828,7483.55,Inter Enterprises,United Management,CA,CH,+,SIC:VMW,Transfert Internet,Association
305837,20FEB2026,5604524-3100009,7052.31,Smith M,Martinez J,CN,MX,-,SIC:VMW,Transfert Internet,Association
961574,14JAN2023,5063384-1529665,3475.73,Euro Corporation,Global Management,UK,JP,+,SIC:VMW,Transfert Internet,Entreprise
555292,25OCT2024,1898516-2698824,3551.73,Pacific Partners,United International,CH,RU,+,SIC:VMW,Transfert Internet,Trust
541557,12MAR2022,9124053-2290526,7256.85,Wang D,Kim M,DE,AE,+,SIC:VMW,Transfert Internet,Trust
483713,21SEP2021,7720644-1858283,17443.85,Canadian Holdings,United Worldwide,JP,UK,-,SIC:VMW,Transfert Internet,Association
145814,09JUN2025,7111929-4985095,4818.08,Pacific Enterprises,Inter Solutions,BR,AE,+,SIC:VMW,Transfert Internet,Entreprise
787277,26OCT2023,7637601-8698256,936.71,Jones J,Rodriguez J,BR,AE,-,SIC:DDI,Depot Especes,Association
398384,17MAR2022,9796605-9286475,9994.85,Smith M,Wang E,CH,FR,+,SIC:DDI,Depot Especes,Joint
785436,16MAY2023,4964499-2042273,5048.24,Johnson W,Garcia M,CA,FR,+,SIC:DDI,Depot Especes,Entreprise
665158,27MAY2024,8187926-7700828,6362.95,Miller R,Brown S,FR,UK,+,SIC:VMW,Transfert Internet,Association
961722,03JAN2023,6292423-7730428,9551.52,Pacific Holdings,United International,US,CH,+,SIC:VMW,Transfert Internet,Entreprise
803787,17JUL2022,7815076-7095349,1931.25,Singh M,Wang M,US,FR,+,SIC:VMW,Transfert Internet,Particulier
538184,09NOV2025,3949245-1609681,7319.08,Brown J,Rodriguez E,UK,US,+,SIC:VMW,Transfert Internet,Entreprise
942700,21SEP2024,3177199-2446455,3450.5,Global Inc,American Global,JP,US,-,SIC:VMW,Transfert Internet,Association
485416,20MAY2025,3300647-7420993,100568.41,Global Limited,Pacific Consulting,JP,CH,+,SIC:VMW,Transfert Internet,Entreprise
720407,27JUN2023,3938247-8167236,646.95,Asian Enterprises,Canadian Consulting,BR,CH,-,SIC:VMW,Transfert Internet,Trust
850827,29JUL2024,8678589-1620485,4221.71,Inter Limited,Inter Consulting,MX,UK,+,SIC:VMW,Transfert Internet,Particulier
949884,15APR2025,6361793-6828829,44312.13,Pacific Trading,Canadian Services,CH,FR,-,SIC:VMW,Transfert Internet,Joint
227767,18NOV2025,5000351-8043503,968.94,Wang R,Singh J,US,CH,-,SIC:VMW,Transfert Internet,Particulier
332120,27JAN2026,2060605-8789116,8342.58,Global Partners,Inter Exchange,AE,CH,+,SIC:DDI,Depot Especes,Particulier
885408,26SEP2025,1873851-6871360,2868.16,Davis R,Johnson M,BR,DE,-,SIC:VMW,Transfert Internet,Particulier
986827,15NOV2023,7136687-2515030,629.81,Inter Limited,Global Consulting,DE,CN,-,SIC:VMW,Transfert Internet,Association
599397,27DEC2024,2324645-7623718,3565.3,United Limited,Global Management,CH,CH,-,SIC:VMW,Transfert Internet,Association
986088,24MAY2025,2672884-9823994,19850.37,Singh S,Garcia F,CA,JP,+,SIC:VMW,Transfert Internet,Trust
842776,29MAR2025,8356053-5887726,326.13,Davis M,Singh E,RU,MX,+,SIC:DDI,Depot Especes,Trust
659951,14OCT2023,6192009-8868776,1588.89,Canadian Trading,Atlantic Finance,UK,JP,-,SIC:VMW,Transfert Internet,Association
803787,05JUL2023,7815076-7095349,15334.76,Canadian Enterprises,Asian Exchange,RU,CA,+,SIC:VMW,Transfert Internet,Particulier
438334,25DEC2024,4782763-6805303,1341.67,Atlantic Group,Pacific Consulting,BR,CN,-,SIC:VMW,Transfert Internet,Joint
725084,03AUG2023,4786401-9767312,674.8,Ali J,Miller R,CH,CN,+,SIC:VMW,Transfert Internet,Joint
946305,10SEP2024,9874152-1131249,1764.19,Atlantic Limited,Canadian Capital,FR,RU,+,SIC:VMW,Transfert Internet,Particulier
640659,01JUN2023,5667852-7191986,1766.08,Singh J,Miller D,FR,RU,+,SIC:VMW,Transfert Internet,Association
904214,29OCT2021,7989166-1508113,8526.03,United Investments,Pacific Services,UK,DE,-,SIC:VMW,Transfert Internet,Joint
337547,30JUL2021,3599548-2294615,1887.26,Ali J,Smith E,JP,UK,+,SIC:VMW,Transfert Internet,Association
723945,06JUN2025,2421349-6193922,624.81,Atlantic Limited,Euro Global,JP,MX,-,SIC:VMW,Transfert Internet,Entreprise
578975,15MAR2022,3426689-7435505,21736.13,Wang M,Kim F,CA,JP,-,SIC:VMW,Transfert Internet,Particulier
663750,07AUG2025,9487336-5449324,8112.18,Global Corporation,Canadian Worldwide,BR,CA,+,SIC:VMW,Transfert Internet,Entreprise
385470,24AUG2022,9284509-8344375,707.13,Atlantic Limited,Asian Consulting,MX,BR,+,SIC:VMW,Transfert Internet,Joint
274446,30MAR2024,6024207-1485654,1527.75,Euro Partners,Euro International,UK,US,-,SIC:VMW,Transfert Internet,Joint
348728,29SEP2024,7022335-5963914,237.12,Canadian Partners,American Consulting,US,CA,+,SIC:VMW,Transfert Internet,Joint
466566,24JAN2023,7960815-1893502,5155.0,Brown L,Johnson J,FR,CA,+,SIC:DDI,Depot Especes,Trust
314181,27NOV2021,6271130-5004485,238.36,Canadian Enterprises,United Capital,RU,AE,-,SIC:VMW,Transfert Internet,Trust
878325,28MAR2021,3592464-7960607,20289.14,United Partners,American Management,US,JP,-,SIC:DDI,Depot Especes,Association
256445,26DEC2023,6097514-2429098,916.57,Pacific LLC,American Worldwide,RU,CN,-,SIC:VMW,Transfert Internet,Association
896788,07APR2023,8531380-6422534,4642.89,Ali C,Williams W,JP,BR,+,SIC:VMW,Transfert Internet,Entreprise
829988,08JUL2021,3303058-2832517,1834.01,Euro Inc,Pacific Management,CN,DE,+,SIC:DDI,Depot Especes,Entreprise
862400,16JUL2022,2324175-8224389,28961.22,American Enterprises,Trans Management,UK,RU,-,SIC:VMW,Transfert Internet,Association
786594,30APR2024,8936405-1628569,15096.33,Garcia J,Johnson M,DE,DE,-,SIC:VMW,Transfert Internet,Association
571145,01JUN2024,3472100-8339571,3889.57,American LLC,Inter Finance,AE,UK,-,SIC:VMW,Transfert Internet,Trust
501058,12JUN2025,7333337-7302286,17552.84,Brown J,Singh E,DE,MX,+,SIC:VMW,Transfert Internet,Joint
829988,22OCT2021,3303058-2832517,688.35,Trans Inc,Canadian International,CN,DE,-,SIC:DDI,Depot Especes,Entreprise
541557,17APR2025,9124053-2290526,755.36,Euro Partners,Inter Worldwide,FR,AE,-,SIC:VMW,Transfert Internet,Trust
736565,19MAY2025,7948850-5582979,3270.26,Trans Corporation,Euro Consulting,CA,UK,+,SIC:VMW,Transfert Internet,Joint
559450,15AUG2023,8590804-6350413,5643.5,American Corporation,Global Solutions,JP,CN,-,SIC:VMW,Transfert Internet,Particulier
856157,04OCT2023,4184887-3673322,805.84,Rodriguez E,Davis J,CH,CH,+,SIC:DDI,Depot Especes,Trust
390421,10APR2024,2413458-5163551,2293.37,Garcia M,Singh M,MX,CH,-,SIC:VMW,Transfert Internet,Particulier
108491,17AUG2025,1822825-9333700,2147.17,American Holdings,Global Services,FR,CN,+,SIC:DDI,Depot Especes,Entreprise
876962,27JUL2024,1514340-2539438,2532.6,Jones M,Jones L,UK,FR,+,SIC:DDI,Depot Especes,Trust
663750,14AUG2023,9487336-5449324,9410.68,Euro Limited,United Finance,CA,DE,-,SIC:VMW,Transfert Internet,Entreprise
665427,05NOV2021,8930103-5076817,2382.77,Miller M,Jones M,FR,CA,-,SIC:DDI,Depot Especes,Entreprise
891062,26MAY2022,8944327-5042775,2883.69,Johnson L,Rodriguez E,CH,CN,-,SIC:VMW,Transfert Internet,Trust
638169,05FEB2023,2829622-8583392,758.28,Atlantic Partners,Atlantic International,UK,FR,-,SIC:VMW,Transfert Internet,Association
889882,01SEP2025,4206183-5800144,403.77,Asian Inc,Euro Capital,AE,BR,+,SIC:VMW,Transfert Internet,Joint
961574,06JAN2025,5063384-1529665,9278.87,American Investments,Global Solutions,JP,AE,+,SIC:DDI,Depot Especes,Entreprise
204180,10JUN2026,7162857-7017548,1227.26,Smith J,Garcia M,DE,CH,+,SIC:VMW,Transfert Internet,Particulier
908320,29JUL2023,9833734-1633297,1717.5,Ali D,Martinez F,AE,CA,-,SIC:VMW,Transfert Internet,Association
385470,14NOV2022,9284509-8344375,1869.52,Trans Limited,Canadian Exchange,DE,UK,+,SIC:DDI,Depot Especes,Joint
507746,10OCT2022,7783308-3768991,4668.49,United Holdings,Pacific International,BR,BR,-,SIC:VMW,Transfert Internet,Association
583550,20JAN2023,5261032-8710313,19638.67,Inter Holdings,Canadian Global,US,CN,-,SIC:DDI,Depot Especes,Joint
840734,30JAN2024,2077581-7960328,2584.7,United LLC,Inter Finance,FR,CA,-,SIC:VMW,Transfert Internet,Trust
849747,03AUG2022,2275009-5074336,704.36,Davis D,Brown C,CN,CH,+,SIC:VMW,Transfert Internet,Association
438334,26MAR2023,4782763-6805303,2783.48,United Inc,Inter Solutions,CA,CN,-,SIC:VMW,Transfert Internet,Joint
316092,11APR2025,2692765-1563316,10558.74,Atlantic Limited,Trans Solutions,CA,MX,+,SIC:VMW,Transfert Internet,Entreprise
326895,10MAY2022,9123504-5638893,1925.02,Kim J,Williams M,CA,CH,-,SIC:VMW,Transfert Internet,Particulier
111060,24JAN2026,5340909-4724560,289.46,Wang R,Rodriguez M,CH,RU,+,SIC:VMW,Transfert Internet,Trust
986088,13MAY2026,2672884-9823994,1774.77,Trans Investments,American Worldwide,BR,AE,-,SIC:VMW,Transfert Internet,Trust
803787,18FEB2022,7815076-7095349,1690.3,Garcia C,Singh S,BR,UK,-,SIC:VMW,Transfert Internet,Particulier
174268,03FEB2021,7426846-2498726,2147.05,American Corporation,Canadian Services,CN,CH,-,SIC:DDI,Depot Especes,Joint
568436,26AUG2023,5479421-6530194,1808.93,Martinez D,Brown M,UK,CA,-,SIC:DDI,Depot Especes,Joint
901280,29OCT2021,5856117-6504979,2120.0,Pacific Inc,American Services,BR,US,-,SIC:VMW,Transfert Internet,Entreprise
436241,19MAR2024,4369728-9036449,9720.02,Inter Limited,Pacific Consulting,US,CA,-,SIC:DDI,Depot Especes,Joint
740632,26MAY2024,7802999-8175669,4512.12,Atlantic Enterprises,United Solutions,CH,RU,+,SIC:VMW,Transfert Internet,Particulier
102805,21DEC2024,8558197-8883823,706.87,Brown M,Kim F,JP,DE,+,SIC:VMW,Transfert Internet,Joint
405605,01SEP2021,9237735-5067204,5066.12,Brown M,Davis J,RU,CA,-,SIC:VMW,Transfert Internet,Joint
275377,23AUG2025,1517756-4699871,19581.34,Global Investments,Trans Services,FR,JP,-,SIC:DDI,Depot Especes,Association
251716,14JAN2026,5205279-3927575,8563.01,Ali S,Wang F,RU,MX,-,SIC:VMW,Transfert Internet,Entreprise
595002,17SEP2025,5816582-7859648,1505.91,American Investments,Asian Solutions,CH,AE,-,SIC:VMW,Transfert Internet,Joint
864201,12JUL2021,2497984-4153037,39613.22,United Group,United International,CA,MX,-,SIC:VMW,Transfert Internet,Trust
565504,11DEC2022,2289923-3310140,1707.54,Martinez J,Singh R,UK,BR,-,SIC:VMW,Transfert Internet,Joint
498858,24AUG2024,1098919-6901533,1280.71,Euro Corporation,Asian International,DE,BR,-,SIC:DDI,Depot Especes,Association
731894,06SEP2022,8149041-3795835,9350.04,Wang D,Ali E,CH,AE,-,SIC:DDI,Depot Especes,Particulier
785436,18FEB2022,4964499-2042273,467.59,Global LLC,Euro Services,FR,CA,+,SIC:VMW,Transfert Internet,Entreprise
662728,18AUG2023,3760475-6504900,4928.14,Miller M,Wang W,MX,FR,+,SIC:VMW,Transfert Internet,Entreprise
555292,21APR2023,1898516-2698824,9128.54,Wang M,Miller C,US,JP,-,SIC:DDI,Depot Especes,Trust
885884,12JUN2023,4971793-3726327,730.52,Kim J,Smith L,CN,CA,-,SIC:DDI,Depot Especes,Particulier
436241,17APR2024,4369728-9036449,222.18,Canadian Holdings,American Worldwide,UK,FR,-,SIC:VMW,Transfert Internet,Joint
878325,20OCT2023,3592464-7960607,739.58,Rodriguez J,Garcia F,JP,RU,-,SIC:VMW,Transfert Internet,Association
849747,10AUG2023,2275009-5074336,1428.76,Singh J,Johnson D,BR,CN,-,SIC:VMW,Transfert Internet,Association
711680,03NOV2023,1816348-1847927,53255.25,Johnson L,Garcia R,AE,CN,-,SIC:DDI,Depot Especes,Joint
592972,18SEP2022,7490791-7262974,5064.5,Davis S,Wang E,BR,AE,-,SIC:VMW,Transfert Internet,Particulier
207391,04NOV2024,5152891-5994727,1963.78,Trans Trading,Global Services,US,UK,-,SIC:DDI,Depot Especes,Joint
959926,24JAN2023,1521470-7784575,17712.28,Kim F,Martinez W,BR,JP,-,SIC:DDI,Depot Especes,Particulier
380310,21MAY2025,7658817-2325722,5753.57,Global Holdings,Asian Services,DE,BR,+,SIC:VMW,Transfert Internet,Association
722651,11DEC2023,4280754-8681643,808.39,Atlantic Partners,Inter Consulting,BR,RU,+,SIC:VMW,Transfert Internet,Trust
786594,20JUN2022,8936405-1628569,6325.79,Pacific LLC,Asian Exchange,AE,AE,+,SIC:DDI,Depot Especes,Association
399279,26SEP2024,1992583-2500901,1126.97,American Corporation,United Consulting,AE,AE,+,SIC:VMW,Transfert Internet,Entreprise
663750,19AUG2023,9487336-5449324,3219.54,Trans Holdings,Inter Exchange,DE,CN,+,SIC:VMW,Transfert Internet,Entreprise
266931,03AUG2024,2813543-7417985,3214.31,Asian Investments,Canadian Worldwide,AE,UK,-,SIC:DDI,Depot Especes,Entreprise
743937,07MAR2022,5123584-5951043,4521.2,Brown M,Johnson S,UK,CA,-,SIC:VMW,Transfert Internet,Particulier
514463,19OCT2022,1919088-1128967,637.67,American LLC,Atlantic Capital,FR,CN,+,SIC:DDI,Depot Especes,Entreprise
348728,12NOV2024,7022335-5963914,42451.89,Pacific Partners,Asian Finance,FR,JP,+,SIC:VMW,Transfert Internet,Joint
630538,18NOV2021,6724909-1212267,723.12,Martinez S,Jones W,AE,FR,+,SIC:VMW,Transfert Internet,Particulier
743937,27JUN2025,5123584-5951043,1570.5,Inter LLC,Asian Consulting,CA,UK,+,SIC:DDI,Depot Especes,Particulier
216242,07MAR2024,9385742-9993490,3637.17,Singh F,Davis E,CA,CH,-,SIC:VMW,Transfert Internet,Entreprise
889882,28OCT2022,4206183-5800144,1367.84,Davis W,Davis C,DE,UK,-,SIC:VMW,Transfert Internet,Joint
802667,31MAY2021,9831414-2567880,5796.96,Brown D,Wang E,BR,US,+,SIC:VMW,Transfert Internet,Particulier
466566,20MAY2021,7960815-1893502,2656.45,Global Group,Trans Management,JP,CA,+,SIC:VMW,Transfert Internet,Trust
332360,09FEB2025,5081983-6137284,8545.94,Atlantic LLC,Atlantic Solutions,UK,UK,+,SIC:VMW,Transfert Internet,Association
720970,25MAR2024,7523581-1074659,1327.25,Asian Holdings,American Consulting,AE,DE,+,SIC:VMW,Transfert Internet,Particulier
448354,11APR2022,7373495-6528792,37816.75,Pacific Corporation,Inter International,DE,FR,-,SIC:VMW,Transfert Internet,Joint
863934,23OCT2025,6262632-8321474,8417.5,Davis D,Martinez S,FR,US,+,SIC:DDI,Depot Especes,Trust
316092,28FEB2026,2692765-1563316,2941.0,American Investments,American Consulting,AE,AE,-,SIC:VMW,Transfert Internet,Entreprise
559450,05AUG2024,8590804-6350413,1879.65,Singh F,Ali M,CH,UK,-,SIC:VMW,Transfert Internet,Particulier
813884,18DEC2023,7739741-1650662,1364.01,American Investments,Inter Worldwide,UK,DE,+,SIC:VMW,Transfert Internet,Entreprise
573869,27JUL2023,8773665-5446095,4201.29,Inter Inc,Pacific Global,CH,CH,+,SIC:VMW,Transfert Internet,Joint
745239,04AUG2022,2329187-1318832,3376.56,Trans Investments,United Services,AE,BR,-,SIC:DDI,Depot Especes,Association
156837,24NOV2024,9697969-7069650,1984.41,Martinez D,Smith M,RU,UK,-,SIC:VMW,Transfert Internet,Particulier
766563,25SEP2024,7120868-3728882,8258.03,Euro Holdings,Canadian Services,MX,CA,-,SIC:VMW,Transfert Internet,Particulier
334026,15JAN2025,9653253-1770553,1332.13,United Group,American Worldwide,CH,US,+,SIC:VMW,Transfert Internet,Joint
112884,12MAR2023,1771442-8914896,3041.71,Pacific Investments,Trans International,MX,US,-,SIC:VMW,Transfert Internet,Entreprise
568449,25SEP2023,7069742-2310346,3602.7,American Holdings,Canadian Services,US,JP,+,SIC:VMW,Transfert Internet,Association
731894,06FEB2025,8149041-3795835,634.0,Inter Enterprises,United Capital,CA,FR,+,SIC:VMW,Transfert Internet,Particulier
911102,26NOV2023,6212643-6491198,1930.5,Singh J,Garcia R,JP,US,-,SIC:DDI,Depot Especes,Joint
877747,18JUN2023,9826250-2906718,405.23,Atlantic LLC,American Global,FR,BR,-,SIC:DDI,Depot Especes,Joint
122977,02JUL2025,3376537-2860938,2137.73,Inter Group,Inter Worldwide,AE,AE,-,SIC:VMW,Transfert Internet,Particulier
802685,07JUL2022,3698193-6533187,3195.47,Pacific Holdings,Inter Capital,BR,BR,-,SIC:DDI,Depot Especes,Trust
903035,23MAR2023,3154051-8973915,793.02,Canadian Investments,Pacific Global,US,FR,+,SIC:VMW,Transfert Internet,Entreprise
408857,07AUG2025,9058573-4349987,325.67,Pacific Holdings,Trans International,DE,BR,-,SIC:VMW,Transfert Internet,Joint
251195,21SEP2022,7682298-2290796,1314.23,Rodriguez J,Miller R,US,BR,+,SIC:VMW,Transfert Internet,Association
468154,15JAN2024,3477824-4963933,8665.09,Canadian Investments,United Solutions,AE,US,+,SIC:VMW,Transfert Internet,Entreprise
862120,13FEB2026,8297090-5606274,676.69,Kim M,Martinez J,UK,FR,-,SIC:DDI,Depot Especes,Particulier
207391,12JAN2025,5152891-5994727,600.58,Johnson J,Brown J,UK,US,-,SIC:DDI,Depot Especes,Joint
911102,05JAN2023,6212643-6491198,3885.4,Singh M,Brown D,BR,CA,+,SIC:VMW,Transfert Internet,Joint
787277,28JAN2025,7637601-8698256,1625.49,Kim D,Miller M,US,MX,-,SIC:VMW,Transfert Internet,Association
487477,12MAY2022,3646552-8351517,794.87,Trans Limited,United Finance,RU,CA,+,SIC:VMW,Transfert Internet,Association
553633,24JUL2025,1929673-3083077,496.12,Pacific Trading,Canadian Capital,MX,MX,-,SIC:VMW,Transfert Internet,Entreprise
789786,22APR2024,5487028-1485753,472.86,Euro Inc,Asian Finance,RU,RU,+,SIC:VMW,Transfert Internet,Joint
402620,02NOV2025,7481857-9460003,8136.91,Atlantic Trading,Pacific International,BR,CA,+,SIC:DDI,Depot Especes,Association
160423,12DEC2025,7923579-7987842,1835.47,Smith W,Wang F,RU,FR,-,SIC:VMW,Transfert Internet,Entreprise
516224,03AUG2022,3078241-1512765,1783.1,Singh M,Garcia D,US,CN,+,SIC:VMW,Transfert Internet,Entreprise
283573,05MAR2025,7418028-5040453,5644.54,Martinez M,Brown L,CN,BR,+,SIC:DDI,Depot Especes,Entreprise
949884,06MAY2026,6361793-6828829,1792.97,Martinez J,Garcia W,US,JP,+,SIC:VMW,Transfert Internet,Joint
853258,12DEC2021,6794356-7689354,8133.74,United Inc,United Global,MX,CN,-,SIC:VMW,Transfert Internet,Joint
335615,22NOV2023,2903561-8741810,9883.75,Smith D,Williams M,RU,MX,-,SIC:VMW,Transfert Internet,Trust
290556,18APR2022,5364698-7360307,15955.07,Garcia L,Brown J,MX,AE,-,SIC:DDI,Depot Especes,Joint
738720,28APR2024,3871230-9961380,26594.37,United Limited,United Finance,CH,CA,-,SIC:DDI,Depot Especes,Trust
802685,27JUL2025,3698193-6533187,2273.77,Wang J,Davis M,JP,DE,+,SIC:DDI,Depot Especes,Trust
117500,04MAR2024,2133008-1231415,11581.56,Canadian Inc,United Services,BR,CN,+,SIC:VMW,Transfert Internet,Trust
242239,13SEP2021,9796063-1485669,9767.93,Global Limited,Canadian Services,DE,JP,+,SIC:DDI,Depot Especes,Particulier
638169,26JUL2022,2829622-8583392,12236.8,Trans Trading,Atlantic Exchange,UK,BR,+,SIC:VMW,Transfert Internet,Association
329471,11MAR2021,9689889-8793853,5850.54,Garcia D,Johnson L,CH,US,+,SIC:VMW,Transfert Internet,Trust
881975,28FEB2026,5506097-7248518,7033.06,Johnson J,Martinez R,MX,UK,+,SIC:VMW,Transfert Internet,Joint
723939,24JUN2026,4946066-7774229,2315.64,Brown R,Singh E,CH,BR,-,SIC:VMW,Transfert Internet,Association
339220,03MAR2021,7298619-8245206,1251.89,Asian Trading,Trans Capital,BR,RU,+,SIC:VMW,Transfert Internet,Particulier
803281,23SEP2025,9853588-6258048,11826.98,Ali J,Kim S,FR,UK,-,SIC:DDI,Depot Especes,Association
665158,20JUL2024,8187926-7700828,9691.93,American Investments,Asian Worldwide,AE,MX,-,SIC:DDI,Depot Especes,Association
438548,24JAN2025,5757902-6666591,2422.35,Pacific LLC,Atlantic Global,FR,RU,-,SIC:VMW,Transfert Internet,Joint
973074,14MAR2025,5970190-4816534,2566.41,United LLC,United Worldwide,UK,UK,+,SIC:VMW,Transfert Internet,Association
230272,03AUG2021,3650523-8403549,537.46,Rodriguez R,Williams S,CH,AE,+,SIC:VMW,Transfert Internet,Entreprise
883826,24DEC2025,4700025-9191131,797.05,Smith S,Ali J,UK,BR,+,SIC:DDI,Depot Especes,Particulier
757246,05MAY2023,9186400-1602286,1025.64,Kim J,Wang J,JP,FR,-,SIC:VMW,Transfert Internet,Entreprise
480211,15SEP2022,4024309-4593556,13765.39,American Investments,Asian International,CN,US,+,SIC:VMW,Transfert Internet,Entreprise
334026,19MAY2023,9653253-1770553,1849.73,Asian Enterprises,Trans Worldwide,RU,CA,+,SIC:VMW,Transfert Internet,Joint
876962,05MAR2022,1514340-2539438,2071.08,Jones S,Wang D,BR,UK,-,SIC:VMW,Transfert Internet,Trust
116078,20SEP2022,4188068-2968239,1135.95,Euro Limited,Inter International,CN,CA,-,SIC:VMW,Transfert Internet,Entreprise
361736,14MAY2021,1434753-4121368,9292.0,United Limited,Atlantic Services,DE,FR,-,SIC:VMW,Transfert Internet,Joint
641922,06APR2021,3473761-3017994,51721.33,Singh M,Wang M,CH,CN,+,SIC:VMW,Transfert Internet,Entreprise
276405,26MAR2025,6908535-3839807,6645.11,Williams M,Johnson M,BR,JP,+,SIC:DDI,Depot Especes,Entreprise
249715,27JUN2025,8351320-1583829,2650.39,Rodriguez L,Rodriguez M,RU,RU,-,SIC:DDI,Depot Especes,Joint
386488,17MAY2023,7174337-8330827,2545.15,Atlantic Investments,United Consulting,FR,UK,+,SIC:VMW,Transfert Internet,Trust
883041,26MAY2024,8280833-2651601,6332.42,Canadian Enterprises,Canadian Management,CA,DE,-,SIC:DDI,Depot Especes,Trust
992717,03NOV2023,3920762-7064832,2757.97,Atlantic Investments,Canadian Finance,CN,JP,+,SIC:DDI,Depot Especes,Entreprise
901280,13JUL2025,5856117-6504979,2989.85,Singh M,Ali W,JP,MX,+,SIC:VMW,Transfert Internet,Entreprise
