party_key,account_key,account_num,trx_date,amount,branch,sign,transaction_type,transaction_type_desc,account_type_desc
626169,385765,3760597-5311242,05APR2021,292.52,813615,-,SIC:VMW,Transfert Internet,Joint
258471,888775,2622400-2437930,18APR2025,9405.74,812424,+,SIC:DDI,Depot Especes,Association
323788,599968,2307594-3226333,12DEC2025,404.45,811409,+,SIC:DDI,Depot Especes,Particulier
367382,313214,6540893-2326581,11FEB2025,249.75,811750,-,SIC:CHQ,Cheque,Association
227767,150068,5000351-8043503,08MAR2022,137.76,811434,+,SIC:VMW,Transfert Internet,Particulier
831063,681028,5450404-5723173,28AUG2023,141.88,813615,-,SIC:VMW,Transfert Internet,Trust
112884,356430,1771442-8914896,02NOV2022,158.7,817224,-,SIC:CHQ,Cheque,Entreprise
771590,789237,8250013-7636771,25JAN2020,190.13,812824,-,SIC:DPT,Paiement facture,Trust
766563,974628,7120868-3728882,07AUG2021,215.62,817201,-,SIC:VMW,Transfert Internet,Particulier
326895,874483,9123504-5638893,28JUL2024,258.11,815333,+,SIC:VMW,Transfert Internet,Particulier
772124,276827,3586950-3872269,01JUL2022,13.75,819279,+,SIC:ATM,Retrait ATM,Association
561124,171603,8867190-8419020,26DEC2022,1.78,817924,-,SIC:POS,Achat POS,Association
197584,725920,6443037-7463219,28AUG2020,6.9,813615,-,SIC:CHQ,Cheque,Particulier
224395,287143,7594429-9872505,04JAN2020,55.72,811750,+,SIC:CHQ,Cheque,Particulier
230272,999312,3650523-8403549,27JUL2023,2.11,811750,-,SIC:DPT,Paiement facture,Entreprise
744481,331577,4676367-3240912,21JUN2020,99.41,814811,-,SIC:CHQ,Cheque,Trust
497700,963355,4853123-5152562,13NOV2022,112.0,813286,-,SIC:CHQ,Cheque,Entreprise
699544,676363,9236745-3576811,13FEB2024,43.54,814257,-,SIC:VMW,Transfert Internet,Particulier
608136,757193,5013879-5606980,26JUN2024,64.34,814257,-,SIC:ATM,Retrait ATM,Entreprise
538184,978292,3949245-1609681,24AUG2021,7.41,816925,-,SIC:CHQ,Cheque,Entreprise
111060,203396,5340909-4724560,15OCT2022,12.91,814257,-,SIC:CHQ,Cheque,Trust
256445,950544,6097514-2429098,10AUG2024,50.13,812535,-,SIC:VMW,Transfert Internet,Association
878325,861894,3592464-7960607,18OCT2024,15.02,817924,-,SIC:ATM,Retrait ATM,Association
720647,695403,2044933-8297801,06DEC2025,55.77,815333,+,SIC:DPT,Paiement facture,Joint
515594,755993,6125594-4928281,25JUN2023,1389.78,812674,-,SIC:POS,Achat POS,Particulier
145814,530816,7111929-4985095,14DEC2021,157.76,815012,-,SIC:VMW,Transfert Internet,Entreprise
328552,587623,5299055-7189034,18NOV2025,212.81,811520,-,SIC:ATM,Retrait ATM,Entreprise
823846,362246,8664433-6068760,11JUN2021,9416.54,814657,-,SIC:ATM,Retrait ATM,Particulier
787277,623481,7637601-8698256,29JUL2024,65.0,815557,+,SIC:ATM,Retrait ATM,Association
723945,843266,2421349-6193922,24SEP2021,33.51,812139,-,SIC:POS,Achat POS,Entreprise
845702,360276,6968373-7647878,12OCT2022,39.59,811750,-,SIC:CHQ,Cheque,Joint
259814,305721,6534221-4859072,25JUN2024,59.98,814527,-,SIC:CHQ,Cheque,Trust
753898,516444,2716512-1123271,06FEB2022,70.23,811106,-,SIC:CHQ,Cheque,Association
822040,238320,6064462-3667199,20FEB2020,2150.09,819279,+,SIC:VMW,Transfert Internet,Particulier
337547,244247,3599548-2294615,19JUL2020,73.41,811434,-,SIC:VMW,Transfert Internet,Association
991014,905819,2221854-8640615,26JAN2021,373.91,811711,-,SIC:VMW,Transfert Internet,Trust
274971,613426,5845843-3353785,12DEC2020,16.24,812424,+,SIC:DDI,Depot Especes,Association
115582,475644,4991829-6431983,19JAN2020,12.01,819928,+,SIC:POS,Achat POS,Entreprise
629990,784793,9304216-7864135,25MAR2025,35.31,817912,-,SIC:POS,Achat POS,Trust
626195,912617,8912226-2044906,02OCT2020,70.72,817873,-,SIC:POS,Achat POS,Association
659024,458955,6943949-5435261,18JUL2022,33.96,819928,-,SIC:ATM,Retrait ATM,Joint
204180,818987,7162857-7017548,16OCT2020,64.37,819935,+,SIC:ATM,Retrait ATM,Particulier
216242,977330,9385742-9993490,23JUL2025,300.91,819785,-,SIC:CHQ,Cheque,Entreprise
463656,435039,3816683-2488575,26JUN2021,592.2,818527,-,SIC:POS,Achat POS,Trust
491738,838761,7636992-2695038,02SEP2023,14.01,813615,+,SIC:POS,Achat POS,Entreprise
944657,226935,1689025-6825112,08JUL2021,25.98,812824,+,SIC:POS,Achat POS,Particulier
186702,624139,8279795-6557798,11SEP2021,116.02,811488,+,SIC:VMW,Transfert Internet,Association
831063,681028,5450404-5723173,06MAY2020,43.7,812674,-,SIC:CHQ,Cheque,Trust
757694,255061,5326615-6364506,23FEB2021,87.02,818527,-,SIC:ATM,Retrait ATM,Particulier
339220,473095,7298619-8245206,29JUN2024,23.89,816635,-,SIC:ATM,Retrait ATM,Particulier
554582,479781,8713146-3566765,19MAY2020,22.35,811106,+,SIC:VMW,Transfert Internet,Association
111949,378095,4517918-5186600,18JAN2020,20.55,817201,+,SIC:POS,Achat POS,Particulier
986088,561694,2672884-9823994,12JAN2020,37.36,816574,+,SIC:ATM,Retrait ATM,Trust
713762,557058,9249789-2530793,29OCT2024,25.62,816514,+,SIC:POS,Achat POS,Joint
787277,623481,7637601-8698256,04APR2023,23.23,812824,+,SIC:DPT,Paiement facture,Association
516359,878086,1709714-8318550,03JUL2025,20.16,816925,+,SIC:VMW,Transfert Internet,Joint
246566,147549,1624315-6106390,24OCT2020,6.13,816514,-,SIC:DPT,Paiement facture,Association
731894,852524,8149041-3795835,15JUL2024,33.41,815012,+,SIC:CHQ,Cheque,Particulier
302177,948102,2889899-6547958,15MAR2022,419.33,814657,+,SIC:DPT,Paiement facture,Entreprise
483366,891638,3420404-4339637,11SEP2020,317.57,813286,-,SIC:POS,Achat POS,Particulier
329659,130726,5713268-1982997,04JAN2022,148.81,817912,-,SIC:ATM,Retrait ATM,Association
573869,423284,8773665-5446095,17OCT2020,444.99,817224,+,SIC:VMW,Transfert Internet,Joint
648913,478120,2135470-9825812,25FEB2025,146.4,817873,-,SIC:DPT,Paiement facture,Trust
851413,406039,9537455-5587308,25JUN2023,42.29,813547,+,SIC:ATM,Retrait ATM,Entreprise
328552,587623,5299055-7189034,01JAN2020,140.37,812674,+,SIC:CHQ,Cheque,Entreprise
982554,769987,9517169-4337174,29DEC2025,21.55,812424,-,SIC:DPT,Paiement facture,Association
755900,321275,5440025-2362099,26SEP2020,137.33,812824,-,SIC:CHQ,Cheque,Entreprise
480211,423869,4024309-4593556,20AUG2024,6.02,814733,-,SIC:DDI,Depot Especes,Entreprise
999138,137081,8035849-4766741,14APR2025,10.08,815803,-,SIC:DPT,Paiement facture,Joint
400614,117975,9425786-8223819,02JAN2021,372.83,819279,-,SIC:VMW,Transfert Internet,Particulier
890170,989921,4965789-3790237,22NOV2023,199.71,815557,+,SIC:DPT,Paiement facture,Trust
815707,899281,1812172-1770794,31MAY2020,22.45,814657,-,SIC:DPT,Paiement facture,Particulier
140804,243693,6587495-8948107,15SEP2025,9345.97,812139,+,SIC:POS,Achat POS,Joint
463656,435039,3816683-2488575,25JAN2021,14.4,813547,+,SIC:POS,Achat POS,Trust
680828,341292,4694634-1120642,26MAY2024,3.88,819279,-,SIC:DDI,Depot Especes,Entreprise
665492,891952,4374754-6229731,19JUN2024,6.14,812674,-,SIC:DDI,Depot Especes,Trust
986827,943671,7136687-2515030,26JUL2020,103.65,815333,+,SIC:DDI,Depot Especes,Association
876962,763928,1514340-2539438,29JUN2023,63.09,817873,+,SIC:DPT,Paiement facture,Trust
153231,802371,9909397-4786141,16MAR2020,119.84,819279,-,SIC:POS,Achat POS,Trust
910075,523808,9633492-1019311,04SEP2021,5.06,812584,+,SIC:VMW,Transfert Internet,Trust
463656,435039,3816683-2488575,16APR2024,48.58,811520,-,SIC:POS,Achat POS,Trust
491738,838761,7636992-2695038,12JUN2020,108.43,811106,-,SIC:ATM,Retrait ATM,Entreprise
109585,329344,9484790-8650572,23JUN2024,1.97,814257,-,SIC:POS,Achat POS,Trust
717113,549660,6123430-2010496,27MAR2020,8.14,812584,-,SIC:VMW,Transfert Internet,Entreprise
861319,413058,9214801-3493017,23MAY2024,100.31,811711,-,SIC:DDI,Depot Especes,Joint
355021,831105,4789255-6032739,14APR2024,11.85,815552,-,SIC:VMW,Transfert Internet,Particulier
461551,352838,2739191-6578736,14APR2022,42.37,818359,-,SIC:VMW,Transfert Internet,Entreprise
128783,505343,1833006-3733132,30MAR2022,22.37,815012,-,SIC:ATM,Retrait ATM,Entreprise
966120,181670,7254683-3003215,02APR2025,388.75,811409,-,SIC:ATM,Retrait ATM,Entreprise
961722,133659,6292423-7730428,06AUG2020,70.5,815552,+,SIC:ATM,Retrait ATM,Entreprise
683390,516656,6471499-5633880,01JUN2025,2784.07,815506,-,SIC:DDI,Depot Especes,Association
455505,295892,9324908-9347057,26APR2021,8.94,818527,+,SIC:POS,Achat POS,Particulier
630538,778998,6724909-1212267,01MAR2023,7.47,813286,+,SIC:POS,Achat POS,Particulier
662728,257131,3760475-6504900,17AUG2021,435.99,813615,+,SIC:DPT,Paiement facture,Entreprise
831063,681028,5450404-5723173,03FEB2023,37.79,816881,+,SIC:VMW,Transfert Internet,Trust
853258,434827,6794356-7689354,23JUN2024,37.86,817201,+,SIC:ATM,Retrait ATM,Joint
588899,659572,7027375-6174467,09JUL2024,96.38,814527,-,SIC:POS,Achat POS,Trust
229592,576877,7183841-5398338,12OCT2021,146.6,814611,+,SIC:CHQ,Cheque,Particulier
160423,689704,7923579-7987842,29JAN2020,83.56,814257,+,SIC:DPT,Paiement facture,Entreprise
555292,264735,1898516-2698824,28APR2023,33.0,815803,-,SIC:DDI,Depot Especes,Trust
890170,989921,4965789-3790237,18DEC2025,132.48,812291,-,SIC:POS,Achat POS,Trust
461551,352838,2739191-6578736,16MAR2022,16.15,811750,+,SIC:CHQ,Cheque,Entreprise
195563,773045,7501626-4101792,27OCT2020,880.4,816635,+,SIC:VMW,Transfert Internet,Entreprise
898207,497542,5668371-8072684,20JAN2023,17.1,812674,-,SIC:CHQ,Cheque,Particulier
483713,147440,7720644-1858283,25JUN2021,99.93,811488,+,SIC:POS,Achat POS,Association
495019,261745,3722056-4034091,19MAR2024,106.17,811106,+,SIC:DDI,Depot Especes,Trust
883826,870319,4700025-9191131,18JUL2021,24.02,814657,-,SIC:DPT,Paiement facture,Particulier
736565,563516,7948850-5582979,08MAR2020,362.47,812674,-,SIC:CHQ,Cheque,Joint
786587,261859,2255409-8876745,25JAN2020,322.06,813615,-,SIC:DDI,Depot Especes,Association
786587,261859,2255409-8876745,16SEP2023,363.39,815012,+,SIC:DDI,Depot Especes,Association
328552,587623,5299055-7189034,10JUN2024,4.66,815552,-,SIC:DPT,Paiement facture,Entreprise
703727,550137,7785090-8007741,29JUN2020,107.6,817224,-,SIC:DDI,Depot Especes,Joint
334026,943409,9653253-1770553,22OCT2024,75.06,812824,-,SIC:ATM,Retrait ATM,Joint
999138,137081,8035849-4766741,09MAY2021,9216.14,815506,-,SIC:VMW,Transfert Internet,Joint
662728,257131,3760475-6504900,28AUG2020,492.28,819279,-,SIC:VMW,Transfert Internet,Entreprise
400614,117975,9425786-8223819,03FEB2024,31.39,811711,+,SIC:VMW,Transfert Internet,Particulier
856157,427905,4184887-3673322,30MAR2022,85.2,814527,-,SIC:ATM,Retrait ATM,Trust
757246,853629,9186400-1602286,29MAR2025,132.4,811106,+,SIC:DDI,Depot Especes,Entreprise
185461,711046,3372774-6869018,03FEB2022,132.47,815506,+,SIC:POS,Achat POS,Entreprise
423241,566339,7038413-5525929,24DEC2025,1.71,812424,-,SIC:CHQ,Cheque,Trust
786587,261859,2255409-8876745,29NOV2023,60.91,812674,-,SIC:POS,Achat POS,Association
689849,332022,3448176-1272124,10AUG2023,180.91,814257,-,SIC:ATM,Retrait ATM,Joint
108491,693419,1822825-9333700,15JUL2021,5.62,819928,-,SIC:ATM,Retrait ATM,Entreprise
249077,705474,5508325-7949543,27FEB2023,27.86,818359,+,SIC:DDI,Depot Especes,Trust
659951,350786,6192009-8868776,24MAY2021,91.34,819785,-,SIC:POS,Achat POS,Association
230272,999312,3650523-8403549,13MAY2024,2.85,815557,-,SIC:DPT,Paiement facture,Entreprise
934328,660384,7672565-4654579,05MAR2023,20.46,817924,-,SIC:VMW,Transfert Internet,Joint
110139,217308,2262382-3500715,18NOV2021,222.53,812291,+,SIC:DDI,Depot Especes,Association
550797,216276,5752087-9164342,13JUL2025,4.2,815012,+,SIC:CHQ,Cheque,Entreprise
862560,738457,9854536-8101036,05APR2024,9968.54,816574,+,SIC:CHQ,Cheque,Joint
861319,413058,9214801-3493017,25JUL2021,30.19,815552,+,SIC:DDI,Depot Especes,Joint
162535,273982,6160869-5842082,28APR2023,189.44,819785,+,SIC:CHQ,Cheque,Trust
787277,623481,7637601-8698256,21JUL2024,9196.54,814657,+,SIC:DPT,Paiement facture,Association
858414,122827,7642917-5269083,21APR2020,14.3,812535,-,SIC:DDI,Depot Especes,Association
408036,436814,2721307-2343333,12DEC2024,1508.66,814150,-,SIC:DDI,Depot Especes,Trust
516224,766275,3078241-1512765,29SEP2024,4.44,812674,-,SIC:DPT,Paiement facture,Entreprise
733039,362529,1433940-2532210,29SEP2024,135.31,817224,+,SIC:DDI,Depot Especes,Joint
910620,403445,2338687-4905582,09MAR2024,15.04,811434,+,SIC:VMW,Transfert Internet,Trust
933456,120478,7417252-7024901,01OCT2022,16.2,817873,+,SIC:DPT,Paiement facture,Joint
723939,171262,4946066-7774229,19AUG2020,9.93,811434,-,SIC:DPT,Paiement facture,Association
468154,862712,3477824-4963933,25MAY2022,28.33,814611,-,SIC:CHQ,Cheque,Entreprise
689849,332022,3448176-1272124,10AUG2020,20.99,814527,+,SIC:POS,Achat POS,Joint
244283,140163,5813037-8926478,23NOV2020,80.44,817224,-,SIC:ATM,Retrait ATM,Trust
409898,777558,1915518-5015476,17JUN2024,75.21,812139,-,SIC:POS,Achat POS,Trust
185569,493124,4767135-1472908,15JUL2024,39.97,815552,+,SIC:DDI,Depot Especes,Entreprise
114768,872399,6655803-5949685,20AUG2022,167.33,814611,-,SIC:CHQ,Cheque,Entreprise
662445,442622,7555386-2109227,16DEC2022,22.76,816881,+,SIC:ATM,Retrait ATM,Particulier
207573,845957,9655523-3091745,29JAN2020,171.51,814527,+,SIC:VMW,Transfert Internet,Joint
662445,442622,7555386-2109227,21SEP2022,124.31,815803,+,SIC:CHQ,Cheque,Particulier
111060,203396,5340909-4724560,29DEC2020,35.59,819279,-,SIC:POS,Achat POS,Trust
680493,163946,7494562-9767475,14FEB2021,9563.1,811520,+,SIC:DPT,Paiement facture,Association
573209,177289,1560573-5947745,06NOV2024,4.46,814582,+,SIC:VMW,Transfert Internet,Particulier
348235,928766,9288312-1440972,16MAY2025,755.42,812291,+,SIC:ATM,Retrait ATM,Trust
678727,899929,7328534-8639414,16JUL2024,36.37,815506,+,SIC:ATM,Retrait ATM,Association
138551,929130,7031903-2425760,30JUN2021,729.66,811750,+,SIC:CHQ,Cheque,Entreprise
970720,916990,8795078-9028420,27FEB2025,793.24,815333,-,SIC:DPT,Paiement facture,Particulier
219420,691240,4352088-4018677,08NOV2021,14.94,819279,-,SIC:POS,Achat POS,Trust
501058,570325,7333337-7302286,15OCT2021,41.03,812584,-,SIC:POS,Achat POS,Joint
946305,785743,9874152-1131249,30JUL2021,35.57,819279,-,SIC:DDI,Depot Especes,Particulier
543555,830429,9164991-3597059,19JAN2021,66.49,812824,+,SIC:ATM,Retrait ATM,Association
130271,760626,5014745-3657144,12FEB2022,550.29,811488,-,SIC:DPT,Paiement facture,Particulier
432441,603110,6851946-5587856,20JUL2021,281.15,817873,+,SIC:DDI,Depot Especes,Trust
480211,423869,4024309-4593556,21NOV2025,9.79,811711,+,SIC:POS,Achat POS,Entreprise
787277,623481,7637601-8698256,02JUN2025,130.41,814611,-,SIC:DPT,Paiement facture,Association
501451,694799,1543335-3574265,05JAN2023,218.84,812424,-,SIC:DDI,Depot Especes,Joint
515594,755993,6125594-4928281,17DEC2024,59.85,816635,-,SIC:ATM,Retrait ATM,Particulier
641922,939333,3473761-3017994,11OCT2020,23.49,812535,-,SIC:VMW,Transfert Internet,Entreprise
722937,631699,7450545-8763013,24MAY2021,1.7,816925,-,SIC:DPT,Paiement facture,Trust
734565,906360,7655572-6475691,04OCT2022,719.05,817912,+,SIC:CHQ,Cheque,Trust
283573,182804,7418028-5040453,08SEP2021,98.19,812674,+,SIC:CHQ,Cheque,Entreprise
216242,977330,9385742-9993490,13JUN2022,29.75,814657,+,SIC:POS,Achat POS,Entreprise
755900,321275,5440025-2362099,04SEP2025,431.31,815506,-,SIC:CHQ,Cheque,Entreprise
718213,865470,7442986-6897789,08MAY2023,385.76,811409,-,SIC:CHQ,Cheque,Entreprise
114768,872399,6655803-5949685,15JAN2020,41.11,811106,+,SIC:CHQ,Cheque,Entreprise
630538,778998,6724909-1212267,21MAY2020,385.98,814611,+,SIC:ATM,Retrait ATM,Particulier
489933,233096,5509119-2980663,31MAY2023,768.88,819928,+,SIC:DDI,Depot Especes,Trust
397571,640490,6623525-2566777,21APR2025,77.24,817873,-,SIC:VMW,Transfert Internet,Joint
648913,478120,2135470-9825812,24JUL2025,188.52,812291,-,SIC:CHQ,Cheque,Trust
389666,910208,7961578-6702160,22APR2025,21.66,811106,-,SIC:CHQ,Cheque,Joint
452713,631958,9551583-9931180,31JAN2025,157.91,811106,-,SIC:DDI,Depot Especes,Trust
813449,740725,2993318-3158613,26OCT2024,86.96,812824,-,SIC:VMW,Transfert Internet,Association
720407,870925,3938247-8167236,16JUL2024,60.68,812519,-,SIC:DPT,Paiement facture,Trust
463656,435039,3816683-2488575,10JUL2024,276.83,811434,-,SIC:POS,Achat POS,Trust
427730,547494,6243275-5276341,17OCT2020,423.93,813547,+,SIC:ATM,Retrait ATM,Particulier
836038,675914,8899184-4664338,12JUN2025,45.95,814582,+,SIC:VMW,Transfert Internet,Association
999138,137081,8035849-4766741,07JUN2025,49.41,812584,-,SIC:ATM,Retrait ATM,Joint
258471,888775,2622400-2437930,12NOV2020,9257.43,816925,-,SIC:DDI,Depot Especes,Association
361805,253347,6403886-5153279,14JUL2023,5.41,812824,-,SIC:ATM,Retrait ATM,Trust
680828,341292,4694634-1120642,30APR2022,186.05,816574,-,SIC:CHQ,Cheque,Entreprise
786587,261859,2255409-8876745,29APR2023,6.18,812424,-,SIC:ATM,Retrait ATM,Association
153231,802371,9909397-4786141,19NOV2022,123.99,812679,+,SIC:VMW,Transfert Internet,Trust
638169,722503,2829622-8583392,25DEC2025,694.54,814657,-,SIC:DDI,Depot Especes,Association
814825,663054,5476583-6707197,11SEP2023,4.19,816881,-,SIC:VMW,Transfert Internet,Trust
242239,918430,9796063-1485669,27OCT2022,9016.27,815803,+,SIC:POS,Achat POS,Particulier
683397,162894,6530541-3050700,18JAN2025,391.53,815803,-,SIC:VMW,Transfert Internet,Particulier
592972,145649,7490791-7262974,17JUL2021,21.83,815333,-,SIC:POS,Achat POS,Particulier
862400,545120,2324175-8224389,30MAY2023,261.64,817873,+,SIC:POS,Achat POS,Association
550797,216276,5752087-9164342,23OCT2021,29.67,816925,+,SIC:ATM,Retrait ATM,Entreprise
718836,188868,3247270-6254384,06JUL2025,11.33,812519,-,SIC:ATM,Retrait ATM,Entreprise
912609,372933,8487220-4599894,01AUG2021,40.61,812424,+,SIC:ATM,Retrait ATM,Entreprise
329471,284430,9689889-8793853,01JUN2025,34.75,817201,-,SIC:DPT,Paiement facture,Trust
364742,600935,2914064-2096280,03OCT2020,101.54,815012,+,SIC:DDI,Depot Especes,Entreprise
803281,613261,9853588-6258048,29MAR2022,27.72,811434,-,SIC:DPT,Paiement facture,Association
744481,331577,4676367-3240912,29JUN2024,16.41,812139,-,SIC:ATM,Retrait ATM,Trust
868043,673108,5112546-3526084,15JAN2023,216.03,811750,-,SIC:ATM,Retrait ATM,Entreprise
200992,649857,3498085-5042786,20OCT2024,543.02,818527,+,SIC:CHQ,Cheque,Joint
860242,902674,2893218-1540516,28FEB2022,76.82,812584,+,SIC:DDI,Depot Especes,Entreprise
966529,838936,1676621-4607450,26DEC2024,132.04,817924,-,SIC:DDI,Depot Especes,Particulier
714590,371393,2258076-1365746,31AUG2020,135.06,817912,+,SIC:CHQ,Cheque,Entreprise
802685,209680,3698193-6533187,29JUN2024,117.91,812679,+,SIC:DPT,Paiement facture,Trust
161483,272634,7358113-1036161,29JUL2023,7.21,812291,-,SIC:DPT,Paiement facture,Joint
577309,635593,7041876-1930113,15SEP2023,112.93,817224,-,SIC:DPT,Paiement facture,Joint
130271,760626,5014745-3657144,04SEP2023,93.88,815557,-,SIC:DPT,Paiement facture,Particulier
486649,972097,5816353-2287332,13FEB2021,53.45,811488,+,SIC:CHQ,Cheque,Association
385470,624783,9284509-8344375,29JAN2023,9052.25,817224,+,SIC:ATM,Retrait ATM,Joint
156215,476479,1160783-9130388,26AUG2024,37.33,812424,+,SIC:DDI,Depot Especes,Association
944565,162241,6885707-9930189,03JAN2024,82.28,813615,+,SIC:DPT,Paiement facture,Joint
468154,862712,3477824-4963933,12MAR2021,13.74,811434,-,SIC:DPT,Paiement facture,Entreprise
200992,649857,3498085-5042786,08OCT2020,148.06,815333,-,SIC:DPT,Paiement facture,Joint
958130,461899,3457461-5872986,21JAN2020,3.12,812535,+,SIC:CHQ,Cheque,Joint
807617,345180,8910069-1419843,28DEC2025,101.17,811409,-,SIC:VMW,Transfert Internet,Association
251716,236306,5205279-3927575,27JUL2023,34.11,815506,-,SIC:CHQ,Cheque,Entreprise
685196,412999,4772642-5993143,22MAR2020,9.17,816574,+,SIC:ATM,Retrait ATM,Trust
720407,870925,3938247-8167236,06MAY2023,32.86,814257,+,SIC:VMW,Transfert Internet,Trust
803281,613261,9853588-6258048,30SEP2025,35.93,815012,+,SIC:POS,Achat POS,Association
563864,787836,5302415-9037616,25SEP2023,84.97,812584,-,SIC:ATM,Retrait ATM,Association
103402,857168,5418934-9398441,03JUL2022,31.92,811711,-,SIC:DPT,Paiement facture,Joint
351083,160738,5041154-2321324,10OCT2020,89.96,817201,-,SIC:ATM,Retrait ATM,Association
502349,543588,4116429-9164971,09NOV2024,25.91,811711,+,SIC:CHQ,Cheque,Association
116495,106933,9929043-7901115,17JUN2025,7.31,814257,+,SIC:VMW,Transfert Internet,Association
195656,972176,2432176-2564141,05JAN2023,180.48,811106,+,SIC:DPT,Paiement facture,Entreprise
813449,740725,2993318-3158613,27NOV2025,9317.46,815506,+,SIC:DPT,Paiement facture,Association
950083,873443,6882609-8183451,26MAR2024,12.37,812674,+,SIC:ATM,Retrait ATM,Entreprise
829988,384815,3303058-2832517,28FEB2020,17.06,812674,-,SIC:VMW,Transfert Internet,Entreprise
612262,363319,1852264-2548511,25OCT2022,9.81,818359,-,SIC:POS,Achat POS,Particulier
305837,765905,5604524-3100009,03JUL2020,131.6,815552,+,SIC:POS,Achat POS,Association
629990,784793,9304216-7864135,24OCT2022,4.79,813045,-,SIC:DDI,Depot Especes,Trust
405605,870571,9237735-5067204,13AUG2022,34.76,815557,-,SIC:ATM,Retrait ATM,Joint
659951,350786,6192009-8868776,27JUL2021,128.79,814257,-,SIC:DDI,Depot Especes,Association
925013,449709,5086407-3112652,03APR2025,27.28,817873,+,SIC:VMW,Transfert Internet,Association
862400,545120,2324175-8224389,29JAN2021,185.45,813547,-,SIC:CHQ,Cheque,Association
641590,492073,1942977-9644791,16MAR2023,222.25,812584,+,SIC:DPT,Paiement facture,Association
731894,852524,8149041-3795835,05FEB2024,18.18,819935,-,SIC:DDI,Depot Especes,Particulier
194511,409445,6481437-7970985,04OCT2025,139.5,812139,+,SIC:POS,Achat POS,Association
617033,497108,6892681-7297287,10NOV2025,2.86,812535,+,SIC:ATM,Retrait ATM,Entreprise
293757,247442,9010350-6429135,12JUN2021,104.51,814611,-,SIC:ATM,Retrait ATM,Entreprise
898207,497542,5668371-8072684,11JUN2024,66.49,814257,+,SIC:CHQ,Cheque,Particulier
275377,186686,1517756-4699871,13OCT2021,54.29,814733,+,SIC:CHQ,Cheque,Association
714590,371393,2258076-1365746,07MAY2020,101.93,811106,-,SIC:CHQ,Cheque,Entreprise
838253,406849,5854206-5485272,20FEB2023,8.85,816574,-,SIC:DPT,Paiement facture,Entreprise
802667,836971,9831414-2567880,15OCT2025,28.98,813547,+,SIC:DDI,Depot Especes,Particulier
427040,459731,8639213-4470657,21APR2024,7.06,815333,+,SIC:POS,Achat POS,Particulier
400614,117975,9425786-8223819,20DEC2020,86.29,817224,-,SIC:DDI,Depot Especes,Particulier
110644,641722,4205394-2436347,03APR2025,630.37,817912,+,SIC:VMW,Transfert Internet,Association
427040,459731,8639213-4470657,11APR2024,64.72,818359,-,SIC:CHQ,Cheque,Particulier
853258,434827,6794356-7689354,05APR2020,33.16,817912,+,SIC:CHQ,Cheque,Joint
258471,888775,2622400-2437930,14AUG2021,9219.84,816514,+,SIC:ATM,Retrait ATM,Association
894993,351997,8987516-9234615,20AUG2025,22.23,811409,-,SIC:VMW,Transfert Internet,Joint
909676,748665,5955645-5134741,22JUL2022,11.77,816635,+,SIC:POS,Achat POS,Entreprise
515594,755993,6125594-4928281,20OCT2024,34.97,814257,-,SIC:POS,Achat POS,Particulier
757694,255061,5326615-6364506,09JAN2025,516.69,815012,-,SIC:ATM,Retrait ATM,Particulier
492292,510133,8768911-9396422,23FEB2023,237.18,813547,-,SIC:POS,Achat POS,Trust
492292,510133,8768911-9396422,28NOV2022,42.67,813547,+,SIC:DPT,Paiement facture,Trust
185569,493124,4767135-1472908,09JUL2023,45.47,817224,+,SIC:ATM,Retrait ATM,Entreprise
373668,992247,6284972-7592651,11JUN2020,12.13,812139,+,SIC:ATM,Retrait ATM,Joint
840734,324345,2077581-7960328,28SEP2020,2.45,814657,+,SIC:ATM,Retrait ATM,Trust
630538,778998,6724909-1212267,25AUG2020,108.8,817873,+,SIC:ATM,Retrait ATM,Particulier
238741,778818,3905824-1141997,18MAY2024,34.01,811520,+,SIC:ATM,Retrait ATM,Joint
982554,769987,9517169-4337174,10MAY2022,801.13,816881,-,SIC:CHQ,Cheque,Association
103402,857168,5418934-9398441,21APR2022,41.74,817912,-,SIC:POS,Achat POS,Joint
743937,749253,5123584-5951043,15MAY2025,55.49,817912,+,SIC:CHQ,Cheque,Particulier
772124,276827,3586950-3872269,21MAR2021,5.7,819785,-,SIC:ATM,Retrait ATM,Association
940181,734035,3321942-5194357,24APR2020,79.81,818359,-,SIC:ATM,Retrait ATM,Association
573489,339592,7942639-6686328,12FEB2021,20.13,816635,-,SIC:ATM,Retrait ATM,Particulier
219420,691240,4352088-4018677,12NOV2025,175.98,813045,-,SIC:DDI,Depot Especes,Trust
385192,649300,2071594-5411563,23SEP2025,2.32,811409,-,SIC:CHQ,Cheque,Trust
892911,123839,6005700-8767916,29JAN2020,19.62,813615,-,SIC:ATM,Retrait ATM,Association
497700,963355,4853123-5152562,30MAY2020,150.49,815012,+,SIC:VMW,Transfert Internet,Entreprise
542374,292401,5673212-8761611,17JUN2022,107.25,817912,-,SIC:VMW,Transfert Internet,Trust
335615,982277,2903561-8741810,06MAY2024,77.46,814811,+,SIC:POS,Achat POS,Trust
323788,599968,2307594-3226333,25SEP2025,4.42,815552,-,SIC:ATM,Retrait ATM,Particulier
704596,299312,5273534-1744682,03FEB2025,57.5,819279,-,SIC:DDI,Depot Especes,Joint
563864,787836,5302415-9037616,19SEP2024,204.52,814527,-,SIC:CHQ,Cheque,Association
